연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
2113,4,433,사당(4),2024-08,1421269
2114,4,434,남태령,2024-08,77119
2115,5,2511,방화,2024-08,395518
2116,5,2512,개화산,2024-08,338780
2117,5,2513,김포공항(5),2024-08,626574
2118,5,2514,송정,2024-08,355397
2119,5,2515,마곡,2024-08,662888
2120,5,2516,발산,2024-08,1264994
2121,5,2517,우장산,2024-08,823819
2122,5,2518,화곡,2024-08,1523275
2123,5,2519,까치산(5),2024-08,1531053
2124,5,2520,신정,2024-08,682284
2125,5,2521,목동,2024-08,945782
2126,5,2522,오목교,2024-08,1223498
2127,5,2523,양평(5),2024-08,416761
2128,5,2524,영등포구청(5),2024-08,265988
2129,5,2525,영등포시장,2024-08,657215
2130,5,2526,신길(5),2024-08,288118
2131,5,2527,여의도(5),2024-08,1612047
2132,5,2528,여의나루,2024-08,823114
2133,5,2529,마포,2024-08,813246
2134,5,2530,공덕(5),2024-08,799006
2135,5,2531,애오개,2024-08,370942
2136,5,2532,충정로(5),2024-08,250628
2137,5,2533,서대문,2024-08,1052875
2138,5,2534,광화문,2024-08,1858560
2139,5,2535,종로3가(5),2024-08,880874
2140,5,2536,을지로4가(5),2024-08,347283
2141,5,2537,동대문역사문화공원(5),2024-08,187506
2142,5,2538,청구(5),2024-08,209865
2143,5,2539,신금호,2024-08,366769
2144,5,2540,행당,2024-08,426555
2145,5,2541,왕십리(5),2024-08,288083
2146,5,2542,마장,2024-08,315360
2147,5,2543,답십리,2024-08,879427
2148,5,2544,장한평,2024-08,1087953
2149,5,2545,군자(5),2024-08,679577
2150,5,2546,아차산,2024-08,816203
2151,5,2547,광나루,2024-08,652739
2152,5,2548,천호(5),2024-08,1128109
2153,5,2549,강동,2024-08,1051491
2154,5,2550,길동,2024-08,492144
2155,5,2551,굽은다리,2024-08,563051
2156,5,2552,명일,2024-08,475365
2157,5,2553,고덕,2024-08,576347
2158,5,2554,상일동,2024-08,791595
2159,5,2555,둔촌동,2024-08,501770
2160,5,2556,올림픽공원(5),2024-08,306156
2161,5,2557,방이,2024-08,420498
2162,5,2558,오금(5),2024-08,201677
2163,5,2559,개롱,2024-08,374061
2164,5,2560,거여,2024-08,549660
2165,5,2561,마천,2024-08,394390
2166,5,2562,강일,2024-08,319662
2167,5,2563,미사,2024-08,1024072
2168,5,2564,하남풍산,2024-08,257120
2169,5,2565,하남시청,2024-08,459620
2170,5,2566,하남검단산,2024-08,385313
2171,6,2611,응암,2024-08,982699
2172,6,2612,역촌,2024-08,240547
2173,6,2613,불광(6),2024-08,283341
2174,6,2614,독바위,2024-08,167564
2175,6,2616,구산,2024-08,416547
2176,6,2617,새절,2024-08,682875
2177,6,2618,증산,2024-08,542682
2178,6,2619,디지털미디어시티(6),2024-08,844778
2179,6,2620,월드컵경기장,2024-08,390962
2180,6,2621,마포구청,2024-08,788506
2181,6,2622,망원,2024-08,933320
2182,6,2623,합정(6),2024-08,801282
2183,6,2624,상수,2024-08,625571
2184,6,2625,광흥창,2024-08,511856
2185,6,2626,대흥,2024-08,505368
2186,6,2627,공덕(6),2024-08,1033526
2187,6,2628,효창공원앞,2024-08,375595
2188,6,2629,삼각지(6),2024-08,417957
2189,6,2630,녹사평,2024-08,301532
2190,6,2631,이태원,2024-08,715431
2191,6,2632,한강진,2024-08,632858
2192,6,2633,버티고개,2024-08,121107
2193,6,2634,약수(6),2024-08,209256
2194,6,2635,청구(6),2024-08,213526
2195,6,2636,신당(6),2024-08,488467
2196,6,2637,동묘앞(6),2024-08,489610
2197,6,2638,창신,2024-08,174700
2198,6,2639,보문,2024-08,423123
2199,6,2640,안암,2024-08,605956
2200,6,2641,고려대,2024-08,442081
2201,6,2642,월곡,2024-08,634289
2202,6,2643,상월곡,2024-08,343301
2203,6,2644,돌곶이,2024-08,550721
2204,6,2645,석계(6),2024-08,699130
2205,6,2646,태릉입구(6),2024-08,329241
2206,6,2647,화랑대,2024-08,557780
2207,6,2648,봉화산,2024-08,485297
2208,7,2711,장암,2024-08,119721
2209,7,2712,도봉산(7),2024-08,547829
2210,7,2713,수락산,2024-08,734505
2211,7,2714,마들,2024-08,714183
2212,7,2715,노원(7),2024-08,1412460
2213,7,2716,중계,2024-08,764306
2214,7,2717,하계,2024-08,960237
2215,7,2718,공릉,2024-08,658519
2216,7,2719,태릉입구(7),2024-08,469334
2217,7,2720,먹골,2024-08,573982
2218,7,2721,중화,2024-08,581699
2219,7,2722,상봉(7),2024-08,974653
2220,7,2723,면목,2024-08,796217
2221,7,2724,사가정,2024-08,905534
2222,7,2725,용마산,2024-08,322364
2223,7,2726,중곡,2024-08,594379
2224,7,2727,군자(7),2024-08,777363
2225,7,2728,어린이대공원,2024-08,762097
2226,7,2729,건대입구(7),2024-08,776709
2227,7,2730,자양,2024-08,534298
2228,7,2731,청담,2024-08,1044414
2229,7,2732,강남구청,2024-08,917040
2230,7,2733,학동,2024-08,1279316
2231,7,2734,논현,2024-08,1015417
2232,7,2735,반포,2024-08,358977
2233,7,2736,고속터미널(7),2024-08,936509
2234,7,2737,내방,2024-08,798073
2235,7,2738,이수(7),2024-08,930751
2236,7,2739,남성,2024-08,626246
2237,7,2740,숭실대입구,2024-08,681995
2238,7,2741,상도,2024-08,621605
2239,7,2742,장승배기,2024-08,515485
2240,7,2743,신대방삼거리,2024-08,824336
2241,7,2744,보라매,2024-08,374374
2242,7,2745,신풍,2024-08,615156
2243,7,2746,대림(7),2024-08,556104
2244,7,2747,남구로,2024-08,823831
2245,7,2748,가산디지털단지(7),2024-08,2256666
2246,7,2749,철산,2024-08,1211217
2247,7,2750,광명사거리,2024-08,1124773
2248,7,2751,천왕,2024-08,620280
2249,7,2752,온수(7),2024-08,509147
2250,8,2810,암사역사공원,2024-08,197261
2251,8,2811,암사,2024-08,959948
2252,8,2812,천호(8),2024-08,1015617
2253,8,2813,강동구청,2024-08,591005
2254,8,2814,몽촌토성,2024-08,402139
2255,8,2815,잠실(8),2024-08,1199440
2256,8,2816,석촌(8),2024-08,525409
2257,8,2817,송파,2024-08,529254
2258,8,2818,가락시장(8),2024-08,470499
2259,8,2819,문정,2024-08,1185690
2260,8,2820,장지,2024-08,946987
2261,8,2821,복정(8),2024-08,489550
2262,8,2822,산성,2024-08,352757
2263,8,2823,남한산성입구,2024-08,677131
2264,8,2824,단대오거리,2024-08,645241
2265,8,2825,신흥,2024-08,305768
2266,8,2826,수진,2024-08,308028
2267,8,2827,모란(8),2024-08,279493
2268,8,2828,남위례,2024-08,395405
2269,9,4126,언주,2024-08,391882
2270,9,4127,선정릉,2024-08,321002
2271,9,4128,삼성중앙,2024-08,258253
2272,9,4129,봉은사,2024-08,774383
2273,9,4130,종합운동장(9),2024-08,183663
2274,9,4131,삼전,2024-08,287698
2275,9,4132,석촌고분,2024-08,258149
2276,9,4133,석촌(9),2024-08,338531
2277,9,4134,송파나루,2024-08,222374
2278,9,4135,한성백제,2024-08,116218
2279,9,4136,올림픽공원(9),2024-08,297575
2280,9,4137,둔촌오륜,2024-08,47974
2281,9,4138,중앙보훈병원,2024-08,398808
2282,1,150,서울역(1),2024-09,2960979
2283,1,151,시청(1),2024-09,1359171
2284,1,152,종각,2024-09,1951311
2285,1,153,종로3가(1),2024-09,1365292
2286,1,154,종로5가,2024-09,1287571
2287,1,155,동대문(1),2024-09,726610
2288,1,156,신설동(1),2024-09,781139
2289,1,157,제기동,2024-09,1000240
2290,1,158,청량리,2024-09,1311562
2291,1,159,동묘앞(1),2024-09,617950
2292,2,201,시청(2),2024-09,1293362
2293,2,202,을지로입구,2024-09,2633825
2294,2,203,을지로3가(2),2024-09,1292813
2295,2,204,을지로4가(2),2024-09,752009
2296,2,205,동대문역사문화공원(2),2024-09,938844
2297,2,206,신당(2),2024-09,844267
2298,2,207,상왕십리,2024-09,774919
2299,2,208,왕십리(2),2024-09,840099
2300,2,209,한양대,2024-09,728155
2301,2,210,뚝섬,2024-09,1351329
2302,2,211,성수,2024-09,2498748
2303,2,212,건대입구(2),2024-09,2092760
2304,2,213,구의,2024-09,1319335
2305,2,214,강변,2024-09,1567394
2306,2,215,잠실나루,2024-09,771528
2307,2,216,잠실(2),2024-09,4254517
2308,2,217,잠실새내,2024-09,1301981
2309,2,218,종합운동장(2),2024-09,975894
2310,2,219,삼성,2024-09,2744120
2311,2,220,선릉,2024-09,2655054
2312,2,221,역삼,2024-09,2631168
2313,2,222,강남,2024-09,4103944
2314,2,223,교대(2),2024-09,1736030
2315,2,224,서초,2024-09,1160292
2316,2,225,방배,2024-09,934424
2317,2,226,사당(2),2024-09,2344700
2318,2,227,낙성대,2024-09,1495777
2319,2,228,서울대입구,2024-09,2500982
2320,2,229,봉천,2024-09,1264848
2321,2,230,신림,2024-09,2968004
2322,2,231,신대방,2024-09,1363928
2323,2,232,구로디지털단지,2024-09,2955774
2324,2,233,대림(2),2024-09,1356600
2325,2,234,신도림,2024-09,2763650
2326,2,235,문래,2024-09,1197301
2327,2,236,영등포구청(2),2024-09,1174545
2328,2,237,당산,2024-09,1066555
2329,2,238,합정(2),2024-09,1854959
2330,2,239,홍대입구,2024-09,4272851
2331,2,240,신촌,2024-09,2190947
2332,2,241,이대,2024-09,1017847
2333,2,242,아현,2024-09,585186
2334,2,243,충정로(2),2024-09,541179
2335,2,244,용답,2024-09,178929
2336,2,245,신답,2024-09,91826
2337,2,246,신설동(2),2024-09,211200
2338,2,247,도림천,2024-09,72637
2339,2,248,양천구청,2024-09,377777
2340,2,249,신정네거리,2024-09,556940
2341,2,250,용두,2024-09,142701
2342,3,309,지축,2024-09,413118
2343,3,310,구파발,2024-09,1205949
2344,3,311,연신내(3),2024-09,1855451
2345,3,312,불광(3),2024-09,968860
2346,3,313,녹번,2024-09,794996
2347,3,314,홍제,2024-09,968461
2348,3,315,무악재,2024-09,242538
2349,3,316,독립문,2024-09,444780
2350,3,317,경복궁,2024-09,1449481
2351,3,318,안국,2024-09,1519124
2352,3,319,종로3가(3),2024-09,662091
2353,3,320,을지로3가(3),2024-09,611189
2354,3,322,동대입구,2024-09,689088
2355,3,323,약수(3),2024-09,700638
2356,3,324,금호,2024-09,427428
2357,3,325,옥수,2024-09,507346
2358,3,326,압구정,2024-09,1694621
2359,3,327,신사,2024-09,1481463
2360,3,328,잠원,2024-09,271853
2361,3,329,고속터미널(3),2024-09,2873984
2362,3,330,교대(3),2024-09,689068
2363,3,331,남부터미널,2024-09,1644870
2364,3,332,양재,2024-09,1952097
2365,3,333,매봉,2024-09,629624
2366,3,334,도곡,2024-09,310722
2367,3,335,대치,2024-09,700100
2368,3,336,학여울,2024-09,128576
2369,3,337,대청,2024-09,557669
2370,3,338,일원,2024-09,563964
2371,3,339,수서,2024-09,1059722
2372,3,340,가락시장(3),2024-09,486439
2373,3,341,경찰병원,2024-09,393029
2374,3,342,오금(3),2024-09,335332
2375,4,409,불암산,2024-09,517544
2376,4,410,상계,2024-09,1050032
2377,4,411,노원(4),2024-09,1302444
2378,4,412,창동,2024-09,1550613
2379,4,413,쌍문,2024-09,1562060
2380,4,414,수유,2024-09,1902034
2381,4,415,미아,2024-09,856793
2382,4,416,미아사거리,2024-09,1464947
2383,4,417,길음,2024-09,1201349
2384,4,418,성신여대입구,2024-09,1267736
2385,4,419,한성대입구,2024-09,806635
2386,4,420,혜화,2024-09,2016845
2387,4,421,동대문(4),2024-09,1061913
2388,4,422,동대문역사문화공원(4),2024-09,1040029
2389,4,423,충무로(4),2024-09,1698014
2390,4,424,명동,2024-09,2130931
2391,4,425,회현,2024-09,1434459
2392,4,426,서울역(4),2024-09,974122
2393,4,427,숙대입구,2024-09,842161
2394,4,428,삼각지(4),2024-09,381986
2395,4,429,신용산,2024-09,1138227
2396,4,430,이촌,2024-09,519356
2397,4,431,동작,2024-09,119994
2398,4,432,이수(총신대입구),2024-09,1105748
2399,4,433,사당(4),2024-09,1392028
2400,4,434,남태령,2024-09,73335
2401,5,2511,방화,2024-09,382355
2402,5,2512,개화산,2024-09,325462
2403,5,2513,김포공항(5),2024-09,583748
2404,5,2514,송정,2024-09,341900
2405,5,2515,마곡,2024-09,609029
2406,5,2516,발산,2024-09,1201749
2407,5,2517,우장산,2024-09,809184
2408,5,2518,화곡,2024-09,1467159
2409,5,2519,까치산(5),2024-09,1471872
2410,5,2520,신정,2024-09,657688
2411,5,2521,목동,2024-09,918130
2412,5,2522,오목교,2024-09,1164538
2413,5,2523,양평(5),2024-09,391010
2414,5,2524,영등포구청(5),2024-09,251457
2415,5,2525,영등포시장,2024-09,624271
2416,5,2526,신길(5),2024-09,268027
2417,5,2527,여의도(5),2024-09,1441889
2418,5,2528,여의나루,2024-09,866636
2419,5,2529,마포,2024-09,763559
2420,5,2530,공덕(5),2024-09,760413
2421,5,2531,애오개,2024-09,351798
2422,5,2532,충정로(5),2024-09,239372
2423,5,2533,서대문,2024-09,1018697
2424,5,2534,광화문,2024-09,1770962
2425,5,2535,종로3가(5),2024-09,869310
2426,5,2536,을지로4가(5),2024-09,335707
2427,5,2537,동대문역사문화공원(5),2024-09,173881
2428,5,2538,청구(5),2024-09,202480
2429,5,2539,신금호,2024-09,361823
2430,5,2540,행당,2024-09,412834
2431,5,2541,왕십리(5),2024-09,277390
2432,5,2542,마장,2024-09,321198
2433,5,2543,답십리,2024-09,848193
2434,5,2544,장한평,2024-09,1042404
2435,5,2545,군자(5),2024-09,671022
2436,5,2546,아차산,2024-09,827735
2437,5,2547,광나루,2024-09,624510
2438,5,2548,천호(5),2024-09,1056620
2439,5,2549,강동,2024-09,1004381
2440,5,2550,길동,2024-09,471815
2441,5,2551,굽은다리,2024-09,533311
2442,5,2552,명일,2024-09,456144
2443,5,2553,고덕,2024-09,551964
2444,5,2554,상일동,2024-09,761589
2445,5,2555,둔촌동,2024-09,486041
2446,5,2556,올림픽공원(5),2024-09,321763
2447,5,2557,방이,2024-09,410729
2448,5,2558,오금(5),2024-09,195752
2449,5,2559,개롱,2024-09,362860
2450,5,2560,거여,2024-09,538374
2451,5,2561,마천,2024-09,390382
2452,5,2562,강일,2024-09,315061
2453,5,2563,미사,2024-09,982047
2454,5,2564,하남풍산,2024-09,246649
2455,5,2565,하남시청,2024-09,457942
2456,5,2566,하남검단산,2024-09,372803
2457,6,2611,응암,2024-09,968487
2458,6,2612,역촌,2024-09,231916
2459,6,2613,불광(6),2024-09,266377
2460,6,2614,독바위,2024-09,161359
2461,6,2616,구산,2024-09,401307
2462,6,2617,새절,2024-09,674989
2463,6,2618,증산,2024-09,533781
2464,6,2619,디지털미디어시티(6),2024-09,825404
2465,6,2620,월드컵경기장,2024-09,572737
2466,6,2621,마포구청,2024-09,774086
2467,6,2622,망원,2024-09,924372
2468,6,2623,합정(6),2024-09,771140
2469,6,2624,상수,2024-09,640980
2470,6,2625,광흥창,2024-09,495229
2471,6,2626,대흥,2024-09,541332
2472,6,2627,공덕(6),2024-09,989561
2473,6,2628,효창공원앞,2024-09,389054
2474,6,2629,삼각지(6),2024-09,410293
2475,6,2630,녹사평,2024-09,304382
2476,6,2631,이태원,2024-09,713924
2477,6,2632,한강진,2024-09,651931
2478,6,2633,버티고개,2024-09,119238
2479,6,2634,약수(6),2024-09,202781
2480,6,2635,청구(6),2024-09,207375
2481,6,2636,신당(6),2024-09,476562
2482,6,2637,동묘앞(6),2024-09,502443
2483,6,2638,창신,2024-09,180764
2484,6,2639,보문,2024-09,429124
2485,6,2640,안암,2024-09,768299
2486,6,2641,고려대,2024-09,496739
2487,6,2642,월곡,2024-09,668587
2488,6,2643,상월곡,2024-09,362415
2489,6,2644,돌곶이,2024-09,536618
2490,6,2645,석계(6),2024-09,705289
2491,6,2646,태릉입구(6),2024-09,336703
2492,6,2647,화랑대,2024-09,591216
2493,6,2648,봉화산,2024-09,470759
2494,7,2711,장암,2024-09,113337
2495,7,2712,도봉산(7),2024-09,559609
2496,7,2713,수락산,2024-09,700755
2497,7,2714,마들,2024-09,702683
2498,7,2715,노원(7),2024-09,1135183
2499,7,2716,중계,2024-09,767266
2500,7,2717,하계,2024-09,960425
2501,7,2718,공릉,2024-09,681702
2502,7,2719,태릉입구(7),2024-09,479404
2503,7,2720,먹골,2024-09,551311
2504,7,2721,중화,2024-09,570976
2505,7,2722,상봉(7),2024-09,939235
2506,7,2723,면목,2024-09,802257
2507,7,2724,사가정,2024-09,891243
2508,7,2725,용마산,2024-09,319138
2509,7,2726,중곡,2024-09,575499
2510,7,2727,군자(7),2024-09,734495
2511,7,2728,어린이대공원,2024-09,961444
2512,7,2729,건대입구(7),2024-09,799740
2513,7,2730,자양,2024-09,643161
2514,7,2731,청담,2024-09,989291
2515,7,2732,강남구청,2024-09,856494
2516,7,2733,학동,2024-09,1178464
2517,7,2734,논현,2024-09,953070
2518,7,2735,반포,2024-09,344187
2519,7,2736,고속터미널(7),2024-09,921931
2520,7,2737,내방,2024-09,763650
2521,7,2738,이수(7),2024-09,882637
2522,7,2739,남성,2024-09,608336
2523,7,2740,숭실대입구,2024-09,827343
2524,7,2741,상도,2024-09,667368
2525,7,2742,장승배기,2024-09,494308
2526,7,2743,신대방삼거리,2024-09,792487
2527,7,2744,보라매,2024-09,366350
2528,7,2745,신풍,2024-09,591477
2529,7,2746,대림(7),2024-09,555862
2530,7,2747,남구로,2024-09,785402
2531,7,2748,가산디지털단지(7),2024-09,2068741
2532,7,2749,철산,2024-09,1164622
2533,7,2750,광명사거리,2024-09,1106914
2534,7,2751,천왕,2024-09,605819
2535,7,2752,온수(7),2024-09,523706
2536,8,2810,암사역사공원,2024-09,281213
2537,8,2811,암사,2024-09,887216
2538,8,2812,천호(8),2024-09,975581
2539,8,2813,강동구청,2024-09,571197
2540,8,2814,몽촌토성,2024-09,413260
2541,8,2815,잠실(8),2024-09,1112130
2542,8,2816,석촌(8),2024-09,500564
2543,8,2817,송파,2024-09,508181
2544,8,2818,가락시장(8),2024-09,471718
2545,8,2819,문정,2024-09,1108039
2546,8,2820,장지,2024-09,888669
2547,8,2821,복정(8),2024-09,495418
2548,8,2822,산성,2024-09,347089
2549,8,2823,남한산성입구,2024-09,724512
2550,8,2824,단대오거리,2024-09,641720
2551,8,2825,신흥,2024-09,291243
2552,8,2826,수진,2024-09,298245
2553,8,2827,모란(8),2024-09,271618
2554,8,2828,남위례,2024-09,392024
2555,9,4126,언주,2024-09,356944
2556,9,4127,선정릉,2024-09,299032
2557,9,4128,삼성중앙,2024-09,239479
2558,9,4129,봉은사,2024-09,656098
2559,9,4130,종합운동장(9),2024-09,171788
2560,9,4131,삼전,2024-09,269582
2561,9,4132,석촌고분,2024-09,240580
2562,9,4133,석촌(9),2024-09,319297
2563,9,4134,송파나루,2024-09,204016
2564,9,4135,한성백제,2024-09,116711
2565,9,4136,올림픽공원(9),2024-09,338109
2566,9,4137,둔촌오륜,2024-09,46311
2567,9,4138,중앙보훈병원,2024-09,378570
2568,1,150,서울역(1),2024-10,3360281
2569,1,151,시청(1),2024-10,1713252
2570,1,152,종각,2024-10,2242232
2571,1,153,종로3가(1),2024-10,1600183
2572,1,154,종로5가,2024-10,1471375
2573,1,155,동대문(1),2024-10,790463
2574,1,156,신설동(1),2024-10,868354
2575,1,157,제기동,2024-10,1109638
2576,1,158,청량리,2024-10,1441825
2577,1,159,동묘앞(1),2024-10,703602
2578,2,201,시청(2),2024-10,1563002
2579,2,202,을지로입구,2024-10,2959894
2580,2,203,을지로3가(2),2024-10,1452548
2581,2,204,을지로4가(2),2024-10,848458
2582,2,205,동대문역사문화공원(2),2024-10,1076706
2583,2,206,신당(2),2024-10,943783
2584,2,207,상왕십리,2024-10,855327
2585,2,208,왕십리(2),2024-10,917983
2586,2,209,한양대,2024-10,784788
2587,2,210,뚝섬,2024-10,1598437
2588,2,211,성수,2024-10,2940338
2589,2,212,건대입구(2),2024-10,2322200
2590,2,213,구의,2024-10,1482619
2591,2,214,강변,2024-10,1701933
2592,2,215,잠실나루,2024-10,882770
2593,2,216,잠실(2),2024-10,4780679
2594,2,217,잠실새내,2024-10,1416802
2595,2,218,종합운동장(2),2024-10,775782
2596,2,219,삼성,2024-10,3064672
2597,2,220,선릉,2024-10,2981771
2598,2,221,역삼,2024-10,2925515
2599,2,222,강남,2024-10,4521933
2600,2,223,교대(2),2024-10,1932048
2601,2,224,서초,2024-10,1281203
2602,2,225,방배,2024-10,1041419
2603,2,226,사당(2),2024-10,2669111
2604,2,227,낙성대,2024-10,1667468
2605,2,228,서울대입구,2024-10,2756475
2606,2,229,봉천,2024-10,1403320
2607,2,230,신림,2024-10,3289969
2608,2,231,신대방,2024-10,1520062
2609,2,232,구로디지털단지,2024-10,3313798
2610,2,233,대림(2),2024-10,1510766
2611,2,234,신도림,2024-10,3065553
2612,2,235,문래,2024-10,1349262
2613,2,236,영등포구청(2),2024-10,1327586
2614,2,237,당산,2024-10,1225314
2615,2,238,합정(2),2024-10,2098597
2616,2,239,홍대입구,2024-10,4757974
2617,2,240,신촌,2024-10,2408721
2618,2,241,이대,2024-10,1118843
2619,2,242,아현,2024-10,650978
2620,2,243,충정로(2),2024-10,609681
2621,2,244,용답,2024-10,194346
2622,2,245,신답,2024-10,104292
2623,2,246,신설동(2),2024-10,233657
2624,2,247,도림천,2024-10,81128
2625,2,248,양천구청,2024-10,425519
2626,2,249,신정네거리,2024-10,622448
2627,2,250,용두,2024-10,158167
2628,3,309,지축,2024-10,471737
2629,3,310,구파발,2024-10,1353774
2630,3,311,연신내(3),2024-10,2056934
2631,3,312,불광(3),2024-10,1081571
2632,3,313,녹번,2024-10,883988
2633,3,314,홍제,2024-10,1091597
2634,3,315,무악재,2024-10,270520
2635,3,316,독립문,2024-10,534895
2636,3,317,경복궁,2024-10,1839244
2637,3,318,안국,2024-10,1845361
2638,3,319,종로3가(3),2024-10,774740
2639,3,320,을지로3가(3),2024-10,698192
2640,3,322,동대입구,2024-10,803838
2641,3,323,약수(3),2024-10,778577
2642,3,324,금호,2024-10,476051
2643,3,325,옥수,2024-10,574470
2644,3,326,압구정,2024-10,1906060
2645,3,327,신사,2024-10,1669757
2646,3,328,잠원,2024-10,308392
2647,3,329,고속터미널(3),2024-10,3054226
2648,3,330,교대(3),2024-10,770108
2649,3,331,남부터미널,2024-10,1800059
2650,3,332,양재,2024-10,2192096
2651,3,333,매봉,2024-10,709804
2652,3,334,도곡,2024-10,352596
2653,3,335,대치,2024-10,755203
2654,3,336,학여울,2024-10,142249
2655,3,337,대청,2024-10,638468
2656,3,338,일원,2024-10,633603
2657,3,339,수서,2024-10,1167553
2658,3,340,가락시장(3),2024-10,542074
2659,3,341,경찰병원,2024-10,433593
2660,3,342,오금(3),2024-10,375307
2661,4,409,불암산,2024-10,568746
2662,4,410,상계,2024-10,1161461
2663,4,411,노원(4),2024-10,1392961
2664,4,412,창동,2024-10,1695522
2665,4,413,쌍문,2024-10,1725877
2666,4,414,수유,2024-10,2091255
2667,4,415,미아,2024-10,953691
2668,4,416,미아사거리,2024-10,1608192
2669,4,417,길음,2024-10,1323844
2670,4,418,성신여대입구,2024-10,1374458
2671,4,419,한성대입구,2024-10,901164
2672,4,420,혜화,2024-10,2290414
2673,4,421,동대문(4),2024-10,1261305
2674,4,422,동대문역사문화공원(4),2024-10,1186633
2675,4,423,충무로(4),2024-10,1909302
2676,4,424,명동,2024-10,2411111
2677,4,425,회현,2024-10,1774807
2678,4,426,서울역(4),2024-10,1121939
2679,4,427,숙대입구,2024-10,941632
2680,4,428,삼각지(4),2024-10,439801
2681,4,429,신용산,2024-10,1291804
2682,4,430,이촌,2024-10,624080
2683,4,431,동작,2024-10,154248
2684,4,432,이수(총신대입구),2024-10,1232666
2685,4,433,사당(4),2024-10,1561185
2686,4,434,남태령,2024-10,80796
2687,5,2511,방화,2024-10,412414
2688,5,2512,개화산,2024-10,360556
2689,5,2513,김포공항(5),2024-10,617618
2690,5,2514,송정,2024-10,381329
2691,5,2515,마곡,2024-10,675225
2692,5,2516,발산,2024-10,1361521
2693,5,2517,우장산,2024-10,888999
2694,5,2518,화곡,2024-10,1639911
2695,5,2519,까치산(5),2024-10,1634215
2696,5,2520,신정,2024-10,730467
2697,5,2521,목동,2024-10,1031404
2698,5,2522,오목교,2024-10,1277812
2699,5,2523,양평(5),2024-10,439543
2700,5,2524,영등포구청(5),2024-10,286056
2701,5,2525,영등포시장,2024-10,709024
2702,5,2526,신길(5),2024-10,311993
2703,5,2527,여의도(5),2024-10,1706222
2704,5,2528,여의나루,2024-10,1119384
2705,5,2529,마포,2024-10,893608
2706,5,2530,공덕(5),2024-10,865484
2707,5,2531,애오개,2024-10,392268
2708,5,2532,충정로(5),2024-10,266285
2709,5,2533,서대문,2024-10,1151657
2710,5,2534,광화문,2024-10,2143621
2711,5,2535,종로3가(5),2024-10,1050606
2712,5,2536,을지로4가(5),2024-10,388311
2713,5,2537,동대문역사문화공원(5),2024-10,192776
2714,5,2538,청구(5),2024-10,225425
2715,5,2539,신금호,2024-10,399608
2716,5,2540,행당,2024-10,458583
2717,5,2541,왕십리(5),2024-10,306524
2718,5,2542,마장,2024-10,352133
2719,5,2543,답십리,2024-10,951475
2720,5,2544,장한평,2024-10,1174764
2721,5,2545,군자(5),2024-10,760386
2722,5,2546,아차산,2024-10,969797
2723,5,2547,광나루,2024-10,718391
2724,5,2548,천호(5),2024-10,1185828
2725,5,2549,강동,2024-10,1119967
2726,5,2550,길동,2024-10,527572
2727,5,2551,굽은다리,2024-10,588283
2728,5,2552,명일,2024-10,511153
2729,5,2553,고덕,2024-10,621540
2730,5,2554,상일동,2024-10,857010
2731,5,2555,둔촌동,2024-10,555630
2732,5,2556,올림픽공원(5),2024-10,318324
2733,5,2557,방이,2024-10,448943
2734,5,2558,오금(5),2024-10,222022
2735,5,2559,개롱,2024-10,404915
2736,5,2560,거여,2024-10,599370
2737,5,2561,마천,2024-10,436060
2738,5,2562,강일,2024-10,361777
2739,5,2563,미사,2024-10,1116280
2740,5,2564,하남풍산,2024-10,277512
2741,5,2565,하남시청,2024-10,512037
2742,5,2566,하남검단산,2024-10,413651
2743,6,2611,응암,2024-10,1077572
2744,6,2612,역촌,2024-10,250619
2745,6,2613,불광(6),2024-10,291168
2746,6,2614,독바위,2024-10,176468
2747,6,2616,구산,2024-10,442392
2748,6,2617,새절,2024-10,754850
2749,6,2618,증산,2024-10,591542
2750,6,2619,디지털미디어시티(6),2024-10,921982
2751,6,2620,월드컵경기장,2024-10,612141
2752,6,2621,마포구청,2024-10,863022
2753,6,2622,망원,2024-10,1028978
2754,6,2623,합정(6),2024-10,866418
2755,6,2624,상수,2024-10,698772
2756,6,2625,광흥창,2024-10,551444
2757,6,2626,대흥,2024-10,590110
2758,6,2627,공덕(6),2024-10,1126312
2759,6,2628,효창공원앞,2024-10,464786
2760,6,2629,삼각지(6),2024-10,476053
2761,6,2630,녹사평,2024-10,358984
2762,6,2631,이태원,2024-10,815488
2763,6,2632,한강진,2024-10,758043
2764,6,2633,버티고개,2024-10,135515
2765,6,2634,약수(6),2024-10,226592
2766,6,2635,청구(6),2024-10,231993
2767,6,2636,신당(6),2024-10,531621
2768,6,2637,동묘앞(6),2024-10,573398
2769,6,2638,창신,2024-10,201779
2770,6,2639,보문,2024-10,478887
2771,6,2640,안암,2024-10,803305
2772,6,2641,고려대,2024-10,550874
2773,6,2642,월곡,2024-10,736483
2774,6,2643,상월곡,2024-10,396035
2775,6,2644,돌곶이,2024-10,594850
2776,6,2645,석계(6),2024-10,773063
2777,6,2646,태릉입구(6),2024-10,381581
2778,6,2647,화랑대,2024-10,663278
2779,6,2648,봉화산,2024-10,516903
2780,7,2711,장암,2024-10,130663
2781,7,2712,도봉산(7),2024-10,642914
2782,7,2713,수락산,2024-10,777689
2783,7,2714,마들,2024-10,795268
