연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
759,6,2625,광흥창,2024-03,544820
760,6,2626,대흥,2024-03,600604
761,6,2627,공덕(6),2024-03,1109773
762,6,2628,효창공원앞,2024-03,449012
763,6,2629,삼각지(6),2024-03,443205
764,6,2630,녹사평,2024-03,341176
765,6,2631,이태원,2024-03,821305
766,6,2632,한강진,2024-03,701780
767,6,2633,버티고개,2024-03,133874
768,6,2634,약수(6),2024-03,225557
769,6,2635,청구(6),2024-03,232585
770,6,2636,신당(6),2024-03,541820
771,6,2637,동묘앞(6),2024-03,570028
772,6,2638,창신,2024-03,206509
773,6,2639,보문,2024-03,481348
774,6,2640,안암,2024-03,890510
775,6,2641,고려대,2024-03,560629
776,6,2642,월곡,2024-03,770515
777,6,2643,상월곡,2024-03,402024
778,6,2644,돌곶이,2024-03,597402
779,6,2645,석계(6),2024-03,786187
780,6,2646,태릉입구(6),2024-03,393229
781,6,2647,화랑대,2024-03,685728
782,6,2648,봉화산,2024-03,526789
783,7,2711,장암,2024-03,123704
784,7,2712,도봉산(7),2024-03,606883
785,7,2713,수락산,2024-03,761358
786,7,2714,마들,2024-03,757993
787,7,2715,노원(7),2024-03,1556859
788,7,2716,중계,2024-03,865430
789,7,2717,하계,2024-03,1072877
790,7,2718,공릉,2024-03,776909
791,7,2719,태릉입구(7),2024-03,560181
792,7,2720,먹골,2024-03,629355
793,7,2721,중화,2024-03,641439
794,7,2722,상봉(7),2024-03,1043586
795,7,2723,면목,2024-03,931187
796,7,2724,사가정,2024-03,985867
797,7,2725,용마산,2024-03,358815
798,7,2726,중곡,2024-03,641407
799,7,2727,군자(7),2024-03,827346
800,7,2728,어린이대공원,2024-03,1116542
801,7,2729,건대입구(7),2024-03,887152
802,7,2730,자양,2024-03,589144
803,7,2731,청담,2024-03,1144810
804,7,2732,강남구청,2024-03,979581
805,7,2733,학동,2024-03,1368661
806,7,2734,논현,2024-03,1060245
807,7,2735,반포,2024-03,377833
808,7,2736,고속터미널(7),2024-03,978883
809,7,2737,내방,2024-03,858429
810,7,2738,이수(7),2024-03,987328
811,7,2739,남성,2024-03,689192
812,7,2740,숭실대입구,2024-03,979703
813,7,2741,상도,2024-03,762539
814,7,2742,장승배기,2024-03,557518
815,7,2743,신대방삼거리,2024-03,892377
816,7,2744,보라매,2024-03,422838
817,7,2745,신풍,2024-03,670311
818,7,2746,대림(7),2024-03,585526
819,7,2747,남구로,2024-03,878849
820,7,2748,가산디지털단지(7),2024-03,2367125
821,7,2749,철산,2024-03,1300350
822,7,2750,광명사거리,2024-03,1238849
823,7,2751,천왕,2024-03,669273
824,7,2752,온수(7),2024-03,589094
825,8,2811,암사,2024-03,1056709
826,8,2812,천호(8),2024-03,1002196
827,8,2813,강동구청,2024-03,630869
828,8,2814,몽촌토성,2024-03,417556
829,8,2815,잠실(8),2024-03,1116990
830,8,2816,석촌(8),2024-03,540100
831,8,2817,송파,2024-03,569551
832,8,2818,가락시장(8),2024-03,500997
833,8,2819,문정,2024-03,1244895
834,8,2820,장지,2024-03,988822
835,8,2821,복정(8),2024-03,548944
836,8,2822,산성,2024-03,386264
837,8,2823,남한산성입구,2024-03,827817
838,8,2824,단대오거리,2024-03,726305
839,8,2825,신흥,2024-03,328361
840,8,2826,수진,2024-03,333585
841,8,2827,모란(8),2024-03,285301
842,8,2828,남위례,2024-03,435732
843,9,4126,언주,2024-03,398195
844,9,4127,선정릉,2024-03,330009
845,9,4128,삼성중앙,2024-03,263370
846,9,4129,봉은사,2024-03,768057
847,9,4130,종합운동장(9),2024-03,177605
848,9,4131,삼전,2024-03,293180
849,9,4132,석촌고분,2024-03,271743
850,9,4133,석촌(9),2024-03,352841
851,9,4134,송파나루,2024-03,228753
852,9,4135,한성백제,2024-03,121512
853,9,4136,올림픽공원(9),2024-03,369144
854,9,4137,둔촌오륜,2024-03,50896
855,9,4138,중앙보훈병원,2024-03,400678
856,1,150,서울역(1),2024-04,3286533
857,1,151,시청(1),2024-04,1557883
858,1,152,종각,2024-04,2181467
859,1,153,종로3가(1),2024-04,1531292
860,1,154,종로5가,2024-04,1455306
861,1,155,동대문(1),2024-04,734349
862,1,156,신설동(1),2024-04,841500
863,1,157,제기동,2024-04,1041763
864,1,158,청량리,2024-04,1373275
865,1,159,동묘앞(1),2024-04,680173
866,2,201,시청(2),2024-04,1467238
867,2,202,을지로입구,2024-04,2872027
868,2,203,을지로3가(2),2024-04,1461446
869,2,204,을지로4가(2),2024-04,838808
870,2,205,동대문역사문화공원(2),2024-04,1013154
871,2,206,신당(2),2024-04,929808
872,2,207,상왕십리,2024-04,861202
873,2,208,왕십리(2),2024-04,930223
874,2,209,한양대,2024-04,846872
875,2,210,뚝섬,2024-04,1613538
876,2,211,성수,2024-04,2686253
877,2,212,건대입구(2),2024-04,2350680
878,2,213,구의,2024-04,1468193
879,2,214,강변,2024-04,1824738
880,2,215,잠실나루,2024-04,883452
881,2,216,잠실(2),2024-04,5111678
882,2,217,잠실새내,2024-04,1468125
883,2,218,종합운동장(2),2024-04,1015040
884,2,219,삼성,2024-04,3117387
885,2,220,선릉,2024-04,2979134
886,2,221,역삼,2024-04,2987318
887,2,222,강남,2024-04,4600389
888,2,223,교대(2),2024-04,1971495
889,2,224,서초,2024-04,1270584
890,2,225,방배,2024-04,1071209
891,2,226,사당(2),2024-04,2684819
892,2,227,낙성대,2024-04,1662916
893,2,228,서울대입구,2024-04,2765730
894,2,229,봉천,2024-04,1399997
895,2,230,신림,2024-04,3229211
896,2,231,신대방,2024-04,1547173
897,2,232,구로디지털단지,2024-04,3306009
898,2,233,대림(2),2024-04,1509669
899,2,234,신도림,2024-04,3051131
900,2,235,문래,2024-04,1346685
901,2,236,영등포구청(2),2024-04,1332226
902,2,237,당산,2024-04,1185375
903,2,238,합정(2),2024-04,2093644
904,2,239,홍대입구,2024-04,4483550
905,2,240,신촌,2024-04,2368693
906,2,241,이대,2024-04,1138887
907,2,242,아현,2024-04,647436
908,2,243,충정로(2),2024-04,612495
909,2,244,용답,2024-04,195328
910,2,245,신답,2024-04,106269
911,2,246,신설동(2),2024-04,237665
912,2,247,도림천,2024-04,91162
913,2,248,양천구청,2024-04,431286
914,2,249,신정네거리,2024-04,635972
915,2,250,용두,2024-04,153612
916,3,309,지축,2024-04,448397
917,3,310,구파발,2024-04,1292078
918,3,311,연신내(3),2024-04,2052975
919,3,312,불광(3),2024-04,1042471
920,3,313,녹번,2024-04,888353
921,3,314,홍제,2024-04,1111977
922,3,315,무악재,2024-04,269696
923,3,316,독립문,2024-04,495483
924,3,317,경복궁,2024-04,1646379
925,3,318,안국,2024-04,1715650
926,3,319,종로3가(3),2024-04,741634
927,3,320,을지로3가(3),2024-04,696947
928,3,322,동대입구,2024-04,790699
929,3,323,약수(3),2024-04,783833
930,3,324,금호,2024-04,470659
931,3,325,옥수,2024-04,571036
932,3,326,압구정,2024-04,1909570
933,3,327,신사,2024-04,1690961
934,3,328,잠원,2024-04,308452
935,3,329,고속터미널(3),2024-04,2941414
936,3,330,교대(3),2024-04,787858
937,3,331,남부터미널,2024-04,1747963
938,3,332,양재,2024-04,2287631
939,3,333,매봉,2024-04,740459
940,3,334,도곡,2024-04,359601
941,3,335,대치,2024-04,714412
942,3,336,학여울,2024-04,195466
943,3,337,대청,2024-04,629777
944,3,338,일원,2024-04,634659
945,3,339,수서,2024-04,1148467
946,3,340,가락시장(3),2024-04,539391
947,3,341,경찰병원,2024-04,437498
948,3,342,오금(3),2024-04,377910
949,4,409,불암산,2024-04,556585
950,4,410,상계,2024-04,1161338
951,4,411,노원(4),2024-04,1868776
952,4,412,창동,2024-04,1647492
953,4,413,쌍문,2024-04,1711948
954,4,414,수유,2024-04,2065491
955,4,415,미아,2024-04,943122
956,4,416,미아사거리,2024-04,1598230
957,4,417,길음,2024-04,1344015
958,4,418,성신여대입구,2024-04,1364096
959,4,419,한성대입구,2024-04,913020
960,4,420,혜화,2024-04,2153798
961,4,421,동대문(4),2024-04,1254392
962,4,422,동대문역사문화공원(4),2024-04,1089928
963,4,423,충무로(4),2024-04,1949579
964,4,424,명동,2024-04,2208157
965,4,425,회현,2024-04,1718739
966,4,426,서울역(4),2024-04,1028879
967,4,427,숙대입구,2024-04,926258
968,4,428,삼각지(4),2024-04,413352
969,4,429,신용산,2024-04,1181481
970,4,430,이촌,2024-04,596523
971,4,431,동작,2024-04,148720
972,4,432,이수(총신대입구),2024-04,1242210
973,4,433,사당(4),2024-04,1491347
974,4,434,남태령,2024-04,82815
975,5,2511,방화,2024-04,424215
976,5,2512,개화산,2024-04,356692
977,5,2513,김포공항(5),2024-04,517517
978,5,2514,송정,2024-04,382649
979,5,2515,마곡,2024-04,706419
980,5,2516,발산,2024-04,1365402
981,5,2517,우장산,2024-04,892927
982,5,2518,화곡,2024-04,1677008
983,5,2519,까치산(5),2024-04,1668335
984,5,2520,신정,2024-04,738849
985,5,2521,목동,2024-04,1030650
986,5,2522,오목교,2024-04,1329745
987,5,2523,양평(5),2024-04,447917
988,5,2524,영등포구청(5),2024-04,283714
989,5,2525,영등포시장,2024-04,701318
990,5,2526,신길(5),2024-04,307555
991,5,2527,여의도(5),2024-04,1716490
992,5,2528,여의나루,2024-04,1362365
993,5,2529,마포,2024-04,874563
994,5,2530,공덕(5),2024-04,883765
995,5,2531,애오개,2024-04,403659
996,5,2532,충정로(5),2024-04,274046
997,5,2533,서대문,2024-04,1159716
998,5,2534,광화문,2024-04,1959121
999,5,2535,종로3가(5),2024-04,988621
1000,5,2536,을지로4가(5),2024-04,385967
1001,5,2537,동대문역사문화공원(5),2024-04,194147
1002,5,2538,청구(5),2024-04,231813
1003,5,2539,신금호,2024-04,405539
1004,5,2540,행당,2024-04,460766
1005,5,2541,왕십리(5),2024-04,302429
1006,5,2542,마장,2024-04,356461
1007,5,2543,답십리,2024-04,953235
1008,5,2544,장한평,2024-04,1147367
1009,5,2545,군자(5),2024-04,754251
1010,5,2546,아차산,2024-04,976703
1011,5,2547,광나루,2024-04,843526
1012,5,2548,천호(5),2024-04,1172924
1013,5,2549,강동,2024-04,1069755
1014,5,2550,길동,2024-04,508847
1015,5,2551,굽은다리,2024-04,573940
1016,5,2552,명일,2024-04,558646
1017,5,2553,고덕,2024-04,634920
1018,5,2554,상일동,2024-04,864536
1019,5,2555,둔촌동,2024-04,542949
1020,5,2556,올림픽공원(5),2024-04,304184
1021,5,2557,방이,2024-04,454633
1022,5,2558,오금(5),2024-04,220999
1023,5,2559,개롱,2024-04,405505
1024,5,2560,거여,2024-04,604037
1025,5,2561,마천,2024-04,441256
1026,5,2562,강일,2024-04,358248
1027,5,2563,미사,2024-04,1096124
1028,5,2564,하남풍산,2024-04,275574
1029,5,2565,하남시청,2024-04,498772
1030,5,2566,하남검단산,2024-04,406512
1031,6,2611,응암,2024-04,1099267
1032,6,2612,역촌,2024-04,248725
1033,6,2613,불광(6),2024-04,287512
1034,6,2614,독바위,2024-04,177045
1035,6,2616,구산,2024-04,438600
1036,6,2617,새절,2024-04,789413
1037,6,2618,증산,2024-04,619167
1038,6,2619,디지털미디어시티(6),2024-04,921328
1039,6,2620,월드컵경기장,2024-04,497581
1040,6,2621,마포구청,2024-04,849023
1041,6,2622,망원,2024-04,1023526
1042,6,2623,합정(6),2024-04,866251
1043,6,2624,상수,2024-04,680363
1044,6,2625,광흥창,2024-04,551310
1045,6,2626,대흥,2024-04,609900
1046,6,2627,공덕(6),2024-04,1118853
1047,6,2628,효창공원앞,2024-04,447674
1048,6,2629,삼각지(6),2024-04,446675
1049,6,2630,녹사평,2024-04,336952
1050,6,2631,이태원,2024-04,792076
1051,6,2632,한강진,2024-04,681086
1052,6,2633,버티고개,2024-04,135091
1053,6,2634,약수(6),2024-04,218141
1054,6,2635,청구(6),2024-04,230661
1055,6,2636,신당(6),2024-04,544697
1056,6,2637,동묘앞(6),2024-04,547560
1057,6,2638,창신,2024-04,203116
1058,6,2639,보문,2024-04,476773
1059,6,2640,안암,2024-04,834970
1060,6,2641,고려대,2024-04,558587
1061,6,2642,월곡,2024-04,753178
1062,6,2643,상월곡,2024-04,403660
1063,6,2644,돌곶이,2024-04,585536
1064,6,2645,석계(6),2024-04,779465
1065,6,2646,태릉입구(6),2024-04,387432
1066,6,2647,화랑대,2024-04,692440
1067,6,2648,봉화산,2024-04,526609
1068,7,2711,장암,2024-04,130814
1069,7,2712,도봉산(7),2024-04,626211
1070,7,2713,수락산,2024-04,753568
1071,7,2714,마들,2024-04,759908
1072,7,2715,노원(7),2024-04,1539021
1073,7,2716,중계,2024-04,863904
1074,7,2717,하계,2024-04,1077594
1075,7,2718,공릉,2024-04,764021
1076,7,2719,태릉입구(7),2024-04,563339
1077,7,2720,먹골,2024-04,617055
1078,7,2721,중화,2024-04,639372
1079,7,2722,상봉(7),2024-04,1036084
1080,7,2723,면목,2024-04,930388
1081,7,2724,사가정,2024-04,990211
1082,7,2725,용마산,2024-04,358584
1083,7,2726,중곡,2024-04,634499
1084,7,2727,군자(7),2024-04,819825
1085,7,2728,어린이대공원,2024-04,1159779
1086,7,2729,건대입구(7),2024-04,852805
1087,7,2730,자양,2024-04,758284
1088,7,2731,청담,2024-04,1143834
1089,7,2732,강남구청,2024-04,976361
1090,7,2733,학동,2024-04,1364473
1091,7,2734,논현,2024-04,1076326
1092,7,2735,반포,2024-04,382134
1093,7,2736,고속터미널(7),2024-04,978153
1094,7,2737,내방,2024-04,861570
1095,7,2738,이수(7),2024-04,986184
1096,7,2739,남성,2024-04,685334
1097,7,2740,숭실대입구,2024-04,963858
1098,7,2741,상도,2024-04,745781
1099,7,2742,장승배기,2024-04,556664
1100,7,2743,신대방삼거리,2024-04,883714
1101,7,2744,보라매,2024-04,421563
1102,7,2745,신풍,2024-04,670391
1103,7,2746,대림(7),2024-04,561002
1104,7,2747,남구로,2024-04,883151
1105,7,2748,가산디지털단지(7),2024-04,2418037
1106,7,2749,철산,2024-04,1303070
1107,7,2750,광명사거리,2024-04,1230071
1108,7,2751,천왕,2024-04,680719
1109,7,2752,온수(7),2024-04,597201
1110,8,2811,암사,2024-04,1059796
1111,8,2812,천호(8),2024-04,982600
1112,8,2813,강동구청,2024-04,625571
1113,8,2814,몽촌토성,2024-04,436367
1114,8,2815,잠실(8),2024-04,1137044
1115,8,2816,석촌(8),2024-04,572922
1116,8,2817,송파,2024-04,553536
1117,8,2818,가락시장(8),2024-04,496484
1118,8,2819,문정,2024-04,1262438
1119,8,2820,장지,2024-04,982227
1120,8,2821,복정(8),2024-04,557265
1121,8,2822,산성,2024-04,393149
1122,8,2823,남한산성입구,2024-04,834406
1123,8,2824,단대오거리,2024-04,732795
1124,8,2825,신흥,2024-04,321514
1125,8,2826,수진,2024-04,328541
1126,8,2827,모란(8),2024-04,289358
1127,8,2828,남위례,2024-04,446360
1128,9,4126,언주,2024-04,396124
1129,9,4127,선정릉,2024-04,335108
1130,9,4128,삼성중앙,2024-04,262982
1131,9,4129,봉은사,2024-04,718097
1132,9,4130,종합운동장(9),2024-04,187734
1133,9,4131,삼전,2024-04,293174
1134,9,4132,석촌고분,2024-04,270343
1135,9,4133,석촌(9),2024-04,372331
1136,9,4134,송파나루,2024-04,222939
1137,9,4135,한성백제,2024-04,126114
1138,9,4136,올림픽공원(9),2024-04,306142
1139,9,4137,둔촌오륜,2024-04,51601
1140,9,4138,중앙보훈병원,2024-04,410014
1141,1,150,서울역(1),2024-05,3387163
1142,1,151,시청(1),2024-05,1601016
1143,1,152,종각,2024-05,2277608
1144,1,153,종로3가(1),2024-05,1582291
1145,1,154,종로5가,2024-05,1501255
1146,1,155,동대문(1),2024-05,751634
1147,1,156,신설동(1),2024-05,865133
1148,1,157,제기동,2024-05,1079513
1149,1,158,청량리,2024-05,1451931
1150,1,159,동묘앞(1),2024-05,719824
1151,2,201,시청(2),2024-05,1492561
1152,2,202,을지로입구,2024-05,2886952
1153,2,203,을지로3가(2),2024-05,1462829
1154,2,204,을지로4가(2),2024-05,837590
1155,2,205,동대문역사문화공원(2),2024-05,1035313
1156,2,206,신당(2),2024-05,950095
1157,2,207,상왕십리,2024-05,872263
1158,2,208,왕십리(2),2024-05,960054
1159,2,209,한양대,2024-05,854198
1160,2,210,뚝섬,2024-05,1543687
1161,2,211,성수,2024-05,2728338
1162,2,212,건대입구(2),2024-05,2442357
1163,2,213,구의,2024-05,1476069
1164,2,214,강변,2024-05,1893006
1165,2,215,잠실나루,2024-05,887095
1166,2,216,잠실(2),2024-05,4944584
1167,2,217,잠실새내,2024-05,1500228
1168,2,218,종합운동장(2),2024-05,1066323
1169,2,219,삼성,2024-05,3189655
1170,2,220,선릉,2024-05,2974938
1171,2,221,역삼,2024-05,2894239
1172,2,222,강남,2024-05,4631461
1173,2,223,교대(2),2024-05,1965054
1174,2,224,서초,2024-05,1253530
1175,2,225,방배,2024-05,1064167
1176,2,226,사당(2),2024-05,2638561
1177,2,227,낙성대,2024-05,1682553
1178,2,228,서울대입구,2024-05,2804585
1179,2,229,봉천,2024-05,1418016
1180,2,230,신림,2024-05,3283017
1181,2,231,신대방,2024-05,1547560
1182,2,232,구로디지털단지,2024-05,3314884
1183,2,233,대림(2),2024-05,1527766
1184,2,234,신도림,2024-05,3080319
1185,2,235,문래,2024-05,1344126
1186,2,236,영등포구청(2),2024-05,1332230
1187,2,237,당산,2024-05,1179718
1188,2,238,합정(2),2024-05,2106592
1189,2,239,홍대입구,2024-05,4779148
1190,2,240,신촌,2024-05,2520157
1191,2,241,이대,2024-05,1171365
1192,2,242,아현,2024-05,664443
1193,2,243,충정로(2),2024-05,608253
1194,2,244,용답,2024-05,198166
1195,2,245,신답,2024-05,103955
1196,2,246,신설동(2),2024-05,238695
1197,2,247,도림천,2024-05,79901
1198,2,248,양천구청,2024-05,433594
1199,2,249,신정네거리,2024-05,637271
1200,2,250,용두,2024-05,151040
1201,3,309,지축,2024-05,460964
1202,3,310,구파발,2024-05,1334588
1203,3,311,연신내(3),2024-05,2092115
1204,3,312,불광(3),2024-05,1079273
1205,3,313,녹번,2024-05,904187
1206,3,314,홍제,2024-05,1128540
1207,3,315,무악재,2024-05,273345
1208,3,316,독립문,2024-05,517686
1209,3,317,경복궁,2024-05,1692655
1210,3,318,안국,2024-05,1769683
1211,3,319,종로3가(3),2024-05,770725
1212,3,320,을지로3가(3),2024-05,698625
1213,3,322,동대입구,2024-05,820065
1214,3,323,약수(3),2024-05,787965
1215,3,324,금호,2024-05,477286
1216,3,325,옥수,2024-05,577785
1217,3,326,압구정,2024-05,1926566
1218,3,327,신사,2024-05,1694065
1219,3,328,잠원,2024-05,309114
1220,3,329,고속터미널(3),2024-05,3184107
1221,3,330,교대(3),2024-05,788302
1222,3,331,남부터미널,2024-05,1802898
1223,3,332,양재,2024-05,2262906
1224,3,333,매봉,2024-05,709151
1225,3,334,도곡,2024-05,352489
1226,3,335,대치,2024-05,738895
1227,3,336,학여울,2024-05,154878
1228,3,337,대청,2024-05,625378
1229,3,338,일원,2024-05,631283
1230,3,339,수서,2024-05,1165845
1231,3,340,가락시장(3),2024-05,545765
1232,3,341,경찰병원,2024-05,435650
1233,3,342,오금(3),2024-05,376510
1234,4,409,불암산,2024-05,587374
1235,4,410,상계,2024-05,1165857
1236,4,411,노원(4),2024-05,1962493
1237,4,412,창동,2024-05,1703011
1238,4,413,쌍문,2024-05,1740562
1239,4,414,수유,2024-05,2110980
1240,4,415,미아,2024-05,969714
1241,4,416,미아사거리,2024-05,1644077
1242,4,417,길음,2024-05,1371523
1243,4,418,성신여대입구,2024-05,1411562
1244,4,419,한성대입구,2024-05,953517
1245,4,420,혜화,2024-05,2327829
1246,4,421,동대문(4),2024-05,1283940
1247,4,422,동대문역사문화공원(4),2024-05,1119766
1248,4,423,충무로(4),2024-05,1930270
1249,4,424,명동,2024-05,2179488
1250,4,425,회현,2024-05,1717856
1251,4,426,서울역(4),2024-05,1036555
1252,4,427,숙대입구,2024-05,930158
1253,4,428,삼각지(4),2024-05,423115
1254,4,429,신용산,2024-05,1207558
1255,4,430,이촌,2024-05,623065
1256,4,431,동작,2024-05,145308
1257,4,432,이수(총신대입구),2024-05,1238629
1258,4,433,사당(4),2024-05,1591543
1259,4,434,남태령,2024-05,86028
1260,5,2511,방화,2024-05,431037
1261,5,2512,개화산,2024-05,360233
1262,5,2513,김포공항(5),2024-05,534886
1263,5,2514,송정,2024-05,386457
1264,5,2515,마곡,2024-05,720341
1265,5,2516,발산,2024-05,1385729
1266,5,2517,우장산,2024-05,904703
1267,5,2518,화곡,2024-05,1687673
1268,5,2519,까치산(5),2024-05,1677491
1269,5,2520,신정,2024-05,743643
1270,5,2521,목동,2024-05,1036246
1271,5,2522,오목교,2024-05,1336651
1272,5,2523,양평(5),2024-05,439953
1273,5,2524,영등포구청(5),2024-05,281133
1274,5,2525,영등포시장,2024-05,704760
1275,5,2526,신길(5),2024-05,299383
1276,5,2527,여의도(5),2024-05,1676356
1277,5,2528,여의나루,2024-05,1085325
1278,5,2529,마포,2024-05,864758
1279,5,2530,공덕(5),2024-05,865533
1280,5,2531,애오개,2024-05,403183
1281,5,2532,충정로(5),2024-05,276769
1282,5,2533,서대문,2024-05,1162933
1283,5,2534,광화문,2024-05,2043653
1284,5,2535,종로3가(5),2024-05,1037242
1285,5,2536,을지로4가(5),2024-05,386668
1286,5,2537,동대문역사문화공원(5),2024-05,192672
1287,5,2538,청구(5),2024-05,233641
1288,5,2539,신금호,2024-05,409067
1289,5,2540,행당,2024-05,466795
1290,5,2541,왕십리(5),2024-05,310924
1291,5,2542,마장,2024-05,356811
1292,5,2543,답십리,2024-05,958613
1293,5,2544,장한평,2024-05,1164650
1294,5,2545,군자(5),2024-05,773082
1295,5,2546,아차산,2024-05,985337
1296,5,2547,광나루,2024-05,847365
1297,5,2548,천호(5),2024-05,1220662
1298,5,2549,강동,2024-05,1087020
1299,5,2550,길동,2024-05,524717
1300,5,2551,굽은다리,2024-05,596136
1301,5,2552,명일,2024-05,567487
1302,5,2553,고덕,2024-05,654537
1303,5,2554,상일동,2024-05,879131
1304,5,2555,둔촌동,2024-05,553528
1305,5,2556,올림픽공원(5),2024-05,373782
1306,5,2557,방이,2024-05,457413
1307,5,2558,오금(5),2024-05,220720
1308,5,2559,개롱,2024-05,408656
1309,5,2560,거여,2024-05,612360
1310,5,2561,마천,2024-05,445889
1311,5,2562,강일,2024-05,367996
1312,5,2563,미사,2024-05,1124839
1313,5,2564,하남풍산,2024-05,276308
1314,5,2565,하남시청,2024-05,518581
1315,5,2566,하남검단산,2024-05,425637
1316,6,2611,응암,2024-05,1081556
1317,6,2612,역촌,2024-05,256442
1318,6,2613,불광(6),2024-05,288199
1319,6,2614,독바위,2024-05,177407
1320,6,2616,구산,2024-05,443950
1321,6,2617,새절,2024-05,779769
1322,6,2618,증산,2024-05,616688
1323,6,2619,디지털미디어시티(6),2024-05,924749
1324,6,2620,월드컵경기장,2024-05,546445
1325,6,2621,마포구청,2024-05,859820
1326,6,2622,망원,2024-05,1037319
1327,6,2623,합정(6),2024-05,861055
1328,6,2624,상수,2024-05,712298
1329,6,2625,광흥창,2024-05,553427
1330,6,2626,대흥,2024-05,616430
1331,6,2627,공덕(6),2024-05,1111046
1332,6,2628,효창공원앞,2024-05,450691
1333,6,2629,삼각지(6),2024-05,469762
1334,6,2630,녹사평,2024-05,352160
1335,6,2631,이태원,2024-05,797110
1336,6,2632,한강진,2024-05,685050
1337,6,2633,버티고개,2024-05,133892
1338,6,2634,약수(6),2024-05,222864
1339,6,2635,청구(6),2024-05,235832
1340,6,2636,신당(6),2024-05,548054
1341,6,2637,동묘앞(6),2024-05,565514
1342,6,2638,창신,2024-05,207022
1343,6,2639,보문,2024-05,490512
1344,6,2640,안암,2024-05,888847
1345,6,2641,고려대,2024-05,578040
1346,6,2642,월곡,2024-05,760368
1347,6,2643,상월곡,2024-05,410921
1348,6,2644,돌곶이,2024-05,605944
1349,6,2645,석계(6),2024-05,801190
1350,6,2646,태릉입구(6),2024-05,503722
1351,6,2647,화랑대,2024-05,717985
1352,6,2648,봉화산,2024-05,534487
1353,7,2711,장암,2024-05,132890
1354,7,2712,도봉산(7),2024-05,649696
1355,7,2713,수락산,2024-05,772183
1356,7,2714,마들,2024-05,780572
1357,7,2715,노원(7),2024-05,1620847
1358,7,2716,중계,2024-05,888235
1359,7,2717,하계,2024-05,1097553
1360,7,2718,공릉,2024-05,791890
1361,7,2719,태릉입구(7),2024-05,721088
1362,7,2720,먹골,2024-05,657635
1363,7,2721,중화,2024-05,678250
1364,7,2722,상봉(7),2024-05,1060437
1365,7,2723,면목,2024-05,937668
1366,7,2724,사가정,2024-05,1006789
1367,7,2725,용마산,2024-05,366230
1368,7,2726,중곡,2024-05,643669
1369,7,2727,군자(7),2024-05,833668
1370,7,2728,어린이대공원,2024-05,1183890
1371,7,2729,건대입구(7),2024-05,890368
1372,7,2730,자양,2024-05,878464
1373,7,2731,청담,2024-05,1146930
1374,7,2732,강남구청,2024-05,980082
1375,7,2733,학동,2024-05,1338054
1376,7,2734,논현,2024-05,1081346
1377,7,2735,반포,2024-05,395557
1378,7,2736,고속터미널(7),2024-05,1020033
1379,7,2737,내방,2024-05,873019
1380,7,2738,이수(7),2024-05,998127
1381,7,2739,남성,2024-05,693267
1382,7,2740,숭실대입구,2024-05,971931
1383,7,2741,상도,2024-05,764517
1384,7,2742,장승배기,2024-05,560244
1385,7,2743,신대방삼거리,2024-05,890453
1386,7,2744,보라매,2024-05,431233
1387,7,2745,신풍,2024-05,675583
1388,7,2746,대림(7),2024-05,583975
1389,7,2747,남구로,2024-05,878057
1390,7,2748,가산디지털단지(7),2024-05,2355671
1391,7,2749,철산,2024-05,1318000
1392,7,2750,광명사거리,2024-05,1241976
1393,7,2751,천왕,2024-05,685470
1394,7,2752,온수(7),2024-05,592832
1395,8,2811,암사,2024-05,1067846
1396,8,2812,천호(8),2024-05,1001878
1397,8,2813,강동구청,2024-05,632816
1398,8,2814,몽촌토성,2024-05,450945
1399,8,2815,잠실(8),2024-05,1115572
1400,8,2816,석촌(8),2024-05,531965
1401,8,2817,송파,2024-05,565847
1402,8,2818,가락시장(8),2024-05,500809
1403,8,2819,문정,2024-05,1240761
1404,8,2820,장지,2024-05,1000184
1405,8,2821,복정(8),2024-05,552596
1406,8,2822,산성,2024-05,393005
1407,8,2823,남한산성입구,2024-05,831731
1408,8,2824,단대오거리,2024-05,737257
1409,8,2825,신흥,2024-05,327564
1410,8,2826,수진,2024-05,332460
1411,8,2827,모란(8),2024-05,302887
1412,8,2828,남위례,2024-05,451214
1413,9,4126,언주,2024-05,387964
1414,9,4127,선정릉,2024-05,333898
1415,9,4128,삼성중앙,2024-05,261286
1416,9,4129,봉은사,2024-05,781125
1417,9,4130,종합운동장(9),2024-05,187647
1418,9,4131,삼전,2024-05,297661
1419,9,4132,석촌고분,2024-05,266609
1420,9,4133,석촌(9),2024-05,358026
1421,9,4134,송파나루,2024-05,223221
1422,9,4135,한성백제,2024-05,128867
1423,9,4136,올림픽공원(9),2024-05,335381
1424,9,4137,둔촌오륜,2024-05,51452
1425,9,4138,중앙보훈병원,2024-05,411354
1426,1,150,서울역(1),2024-06,3125721
1427,1,151,시청(1),2024-06,1452871
1428,1,152,종각,2024-06,2116818
1429,1,153,종로3가(1),2024-06,1458270
1430,1,154,종로5가,2024-06,1366901
1431,1,155,동대문(1),2024-06,720973
1432,1,156,신설동(1),2024-06,812767
1433,1,157,제기동,2024-06,997217
1434,1,158,청량리,2024-06,1360068
1435,1,159,동묘앞(1),2024-06,648101
1436,2,201,시청(2),2024-06,1378532
1437,2,202,을지로입구,2024-06,2787154
1438,2,203,을지로3가(2),2024-06,1373991
